title,time,click,content
"
                    플러스코인 ICO로드쇼 인터뷰                                    ",09-21,1698,[커뮤니케이션 채널]카카오톡:텔레그램:슬랙:Facebook:Twitter:
"
                    [e기업] 미탭스플러스 “가상화폐와 실물경제 잇겠다”                                    ",09-21,1912,김승연 미탭스플러스 대표 인터뷰[이데일리 김유성 기자] 모바일핀테크 기업 미탭스플러스가 최근 뜨고 있는 가상화폐를 신성장 동력으로 삼는다. 비트코인이나 이더리움 등 가상화폐 투자와 사용이 늘어나면서 그 가능성을 엿본 것. 결제와 송금 등에 있어 가상화폐 활용 폭을 더 늘린다는 계획이다.김승연 미탭스플러스 대표(사진)는 이데일리와 만나 “현재 가상화폐는 실물경제와 거리가 멀다는 점을 개선하기 위해 새로운 가상화폐를 공개하기로 결정했다”며“미탭스플러스는 플러스코인으로 실물경제와 가상화폐간의 거리를 좁히기 위해 다양한 서비스를 더할 것이다”고 말했다.이를 위해 미탭스플러스는 26일부터 이더리움 플랫폼 기반 가상화폐 ‘플러스코인’판매를 시작한다. 플러스코인은 가상화폐 이더리움 기술을 기반으로 만든 일종의 포인트다. 실생활의 물건을 살 수 있도록 연결 고리 역할을 할 전망이다.이더리움을 선택한 이유에 대해 김 대표는 “이더리움은 스마트 컨트랙트(contract 계약)이 있는데 이걸 이용해서 돈을 주고 받을 수 있다”고 말했다.스마트컨트랙트는 블록체인 기술을 통한 가상화폐가 확산되면서 주목받았다. 계약에 필요한 요소들이 자동화됐다. 거래 과정 중 발생하는 비용과 시간을 줄일 수 있는 장점도 있다.미탭스플러스는 광고를 보거나 앱을 다운로드 받으면 가상화폐를 제공하는 서비스도 출시했다. 컴퓨터로 가상화폐를 채굴하는 대신 광고나 앱 다운로드 포인트를 모으고 이를 비트코인이나 이더리움으로 환전하는 형태다.김 대표는 아직은 가상화폐가 초기 단계이지만 점차 사용성이 높아지면서 이를 활용한 비즈니스가 크게 성장할 것이라고 예상했다.그는 “암호화된 가상화폐의 시가총액이 150조원”이라며 “전세계 최대 부자의 자산이 300조원이란 점을 고려하면 아직도 갈 길이 멀다”고 말했다.이어 “어느 정도 조정이 필요하지만 안전자산으로 가치도 있다”며 “디지털 경제의 핵심으로 혁신의 여지가 크다”고 자신했다.미탭스플러스는 2016년 6월 세워진 모바일 핀테크 플랫폼이다. 미탭스플러스의 최대 주주는 일본 미탭스다. 미탭스플러스의 모체는 2013년 한국에 세운 영업사무소였다.미탭스플러스는 2015년 11월 모바일 마케팅 기업 ‘넥스트앱스’를 인수했고 국내 1등 앱 마케팅 리워드 플랫폼 NAS(상표등록 4012646300000)를 운영하고 있다.지난해 1월에는 모바일 커머스 기업 ‘스마트콘’을 인수해 국내 최대 모바일 핀테크 기업으로 발돋움했다. 국내 최대 모바일 상품권 플랫폼을 운영해 국내 약 7000개 가맹점들과 제휴하고 있다. 거래 규모만 1000억원이다.[커뮤니케이션 채널]카카오톡:텔레그램:슬랙:Steemit:Facebook:Twitter:출처:
"
                    미탭스플러스, ‘미탭스플러스 웹세미나’ 개최…21일(목) 오후 10시                                    ",09-21,1938,2017–09–21 목 10:19국내 최대 모바일 커머스 기업 미탭스플러스가 경제·금융관련 정보분석을 제공하는 외신 뉴스 이코노타임즈와 함께 ‘미탭스플러스 웹세미나’를 21일(목) 오후 10시에 개최한다.미탭스플러스는 지난 18일(월) 서울 강남에서 ‘미탭스플러스 플러스코인 설명회’를 100여 명이 참석한 가운데 성황리에 마쳤다.뜨거운 열기에 힘입어 미탭스플러스는 전 세계 많은 사람들에게 자사의 서비스를 소개하기 위해 이번 웹세미나를 기획한 것으로 알려졌다.웹세미나에서 미탭스플러스 임지순 팀장은 ‘미탭스플러스’와 ‘플러스코인(PLC)’에 대해 소개하고 질의응답 시간을 갖는다.미탭스플러스()는 내년 3월 가상화폐 거래소 ‘코인룸(CoinRoom)’ 설립해 본격적으로 가상화폐 시장에 뛰어들 전망이다. 또 이를 위해 ‘플러스코인(PLC)’을 발행해 오는 26일부터 ICO에 나설 계획이다.또 플러스코인()은 미탭스플러스가 발행하는 가상화폐로 다양한 블록체인 자산 상품 플랫폼을 비롯해 가상화폐 거래소 코인룸 등에서 활용될 전망이다.미탭스플러스는 플러스코인을 통해 실물경제와 가상화폐의 거리를 좁혀 사용자에게 편리하고 차별화된 경험을 제공하는 것을 목표로 삼고 있다.이번 웹세미나는 영어로 진행되며 아래 링크를 통해 시청할 수 있다:문의는 plus-coin@metaps-plus.com로 하면 된다.[커뮤니케이션 채널]카카오톡:텔레그램:슬랙:Steemit:Facebook:Twitter:출처:
"
                    [한경핀테크콘퍼런스 2017] 핀테크 전문가들이 모여 신금융의 미래를 논하다!(9/28…                    ",09-21,1201,AI 빅데이터 블록체인 가상화폐 등 한층 더 깊어진 핀테크를 만나실 수 있습니다.ㅇ 행사명: 한경핀테크콘퍼런스 2017ㅇ 주 제: 디지털혁신하의 금융혁명ㅇ 일 시: 2017. 9. 28(목) 14:00~17:20ㅇ 장 소: 글래드호텔 여의도 블룸홀(LL층)ㅇ 참가비: 무료ㅇ 등록방법: 홈페이지 접수> 등록바로가기: 
"
                    세계 최대규모의 헤지펀드 설립자도 비트코인을 거품이라고 하였습니다.                    ",09-21,1331,"세계 최대규모의 헤지펀드 설립자도 비트코인을 거품이라고 하였습니다.JP모건 회장에 이어 이번에는 세상에서 가장 규모가 큰 헤지펀드 설립자가 비트코인은 거품이라고 말했습니다.주인공은 가장 큰 헤지펀드인 Bridgewater Associates의 설립자인 Ray Dalio입니다.그는 CNBC 방송 인터뷰에서 그렇게 말했는데요 그 영상은 여기에 있습니다""highly speculative"" currency market 매우 투기적인 시장이며 한마디로 버블이라고 평했습니다.Bridgewater Associates는 올 6월 기준으로 1222 억 달러를 운용하여 헤지펀드중에 규모로 1위를 기록했습니다(헤지펀드 규모 11위까지 리스트이고요 1위와 2위는 두배차이가 나는군요 압도적인 1위입니다.)현재 Bridgewater Associates의 펀드의 규모는 1600억 달러로 더 증가하였습니다이는 가상화폐 전체를 통채로 살수 있는 금액입니다.암튼 이런분이 가상화폐에 관심을 가져주시면 이제는 학습효과인지매수 타이밍인가 보다 싶습니다. ㅡㅡ;;"
"
                    플러스코인(PlusCoin) 공개 토큰 세일                                    ",09-20,2303,
"
                    STASH - 모두를 위한 디지털 화폐-<보너스 일정을위한 새로운 업데이트>                    ",09-19,1846,더 자세한 내용은 링크를 클릭해주세요
"
                    수익성이 있는 친환경적인 Green Mining                    ",09-18,1928,"                 



























































"
"
                    한국거래소에서 가상화폐포럼이 있었습니다                                    ",09-15,2401,한국거래소에서 가상화폐포럼(가상화폐 안전거래 노하우)이 있었습니다중앙일보주최 빗썸금융위원회 후원으로 한국거래소에서 가상화폐포럼(가상화폐 안전거래 노하우)이 열렸습니다거래소에 도착하여 사전신청 등록을 하려고 줄을 섰는데요 제 뒤에분이 나이많으신 할머니 한분이 계셨습니다가상화폐에 관심있으셔서 오셨냐고 말을건네니 그렇다고 하시더군요그리고 등록을 끝내고 회의장에 입장했는데요회의장내에는 그 할머니와 비슷한 연배의 어르신들이 많이 계셔서 좀 놀라웠습니다IT나 가상화폐에 대해서는 잘모르시지만 여유자금이 있는 어르신들이 가상화폐에 투자를 하신다는 소문을직접 눈으로 확인한 순간이었습니다.포럼의 주제는 안전거래 노하우였지만가상화폐의 개념과 이슈정리가 포럼내용의 대부분이었습니다.우선 가상화폐 공청회와 법률안을 발의한 박용진 국회의원의 환영사로 포럼이 시작하였습니다이전글 가상화폐 공청회 자료 PDF 이전글 전자금융거래법 일부개정법률안: 오늘 좀 별로였던 세션은 금융감독원 직원분의 발표였습니다오늘포럼은 가상화폐가 주제이지만 이분은 가상화폐 이야기는 조금만하고 나머지는 뻔한 폰지사기나 유사수신행위등의이야기를 박찬호스타일로 발표하여서 좀 식상하였습니다.암튼 가상화폐를 통한 사기행위가 급증하고 있다는것이 주제였습니다.다음은 한국거래소직원인 유헌재님의 발표가 있었는데요 이분이 그 비트코인현상 블록체인2.0 저서의 번역자입니다발표내용중에 가상화폐가 화폐로서 결격사유인 이유를 설명하였는데요몇가지 이유는 저 개인적으로 좀 다른의견을 가지고 있습니다익명성의 문제 (이건 익명코인의 기술을 적용하고 영지식증명으로 퍼포먼스도 해결할수 있고)마이닝의 불필요한 군비경쟁 (이건 PoS나 다른 합의알고리즘으로 해결)채굴량의 상한선이 독이 될수도 있다 (코인이 한종류만 있는게 아니니 문제일것은 없지않나? 라는 의견입니다)중앙대 산업보안학과 교수의 블록체인 보안에 대한 발표가 있었습니다마지막으로 법무법인 태평양 박종백 변호사의 발표가 있었습니다가상통화가 화폐인지 법적인 해석에는 가상화폐는 환급보장의무위반으로 화폐가 아니라고 정의했습니다해외송금 외환거래법적용여부는 기재부장관에 등록않은 해외송금업은 다 처벌대상이라고 하였습니다가상통화자체 또는 그를 매개로한 송금 다 여기에 적용되며 국가간 재정거래 차익거래또한 이법에 걸린다고하네요해외거래소를 이용하여 차익이 생기면 외환거래법 위반이라는겁니다ICO는 50인이상 모집공모청약은 증권신고를 해야하는 자본시장법에 걸리는것 같습니다미국은 아시다시피 배당관련 코인은 SEC에서 증권으로 취급하고CFTC(상품선물거래위)에서는 가상화폐를 상품으로 인정한다고 합니다미국 역시 기관마다 다른해석을 내리고 있는것 같습니다우리나라는금융감독원은 잔액환급미보장현금 예금 교환미보장을 이유로 가상화폐는 선불전자지급수단이 아니고 금융투자상품도 아니라고 정의기획재정부는 가상화폐를 지급수단도 증권도 아닌 물품으로 규정 (그래놓고선 가상화폐를 매개로한 해외송금은 외국환업무랍니다 뭐가 뭔지.. ㅡㅡ;;)국세청은 지급수단으로 통용시 부가세 과세대상이 아니라고하고 재산적 재화로 거래시는 과세대상이라고 합니다박용진의원의 개정안 내용도 평했는데요그 개정안에는 가상통화거래업자는 5억이상  전문인력요원 등의 조건을 두어 신규업체가 진입하기 힘든 규제가 포함되어 있습니다거래소시장에 신규업체의 진출이 많아지고 경쟁하게되면 사용자들에게 좋은것이 아닌가 생각했지만 법은 반대로 진입장벽을 높히려 하고 있습니다발표자 역시 개정안이 기술혁신과 시장육성을 위한 배려가 부족하다고 평했습니다발표내용중 규제당국이 블록체인의 노드에 직접 참가하여 규제를 하여야한다는 발상은 좀 참신하였습니다그럼 다른 세미나 소식도 전하겠습니다
"
                    토큰전송오류문제 도와주세요                                    ",09-14,1817,ICO에 참여한 토큰을 비트렉스 주소로 보냇는데전송오류가 떳습니다비트렉스 주소를 받으면 밑에
"
                    코인원블록스에 다녀왔습니다.                                    ",09-14,1919,"코인원블록스에 다녀왔습니다.여의도에 있는 코인원블록스에 다녀왔습니다.여의도역 근처 에스트레뉴 빌딩 3층에 위치하고 있습니다""세계최초 블록체인 4D존""이라는 거창한 타이틀로 홍보를 하였는데요그냥 오프라인 객장입니다프로차트등 설명해주는 가이드가 상주해 있고요ATM기 아직 준비중이였습니다코인원에 상장한 알트코인들의 설명서도 있었습니다관리자말로는 가상화폐 관련 밋업단체등의 장소대여 예약을 받고 있다고 합니다무료이고 6시이후에도 가능하고 회의실로 예약가능합니다아주 소규모 밋업이면 괜찮을듯 싶었습니다2호점은 강남에 오픈하면 IT에 익숙하지 않은 어르신들 유치하는데 도움될듯이 보였습니다."
"
                    프라이빗(또는 컨소시엄) 체인과 퍼블릭 체인간의 상호운용성                                    ",09-14,2342,"






"
"
                    ♧ UTRUST♧ 쉬운 화폐지불 시스템 ico 9월20일 시작                    ",09-13,2559,                                                                                                                
"
                    ICO는 VC(벤처캐피탈)를 대체하게될까?                                    ",09-12,2440,ICO는 VC(벤처캐피탈)를 대체하게될까?지난 4월에서 6월(2017년 2분기)까지 ICO는 7억9천7백만달러을 모집하였고 기존의 벤처캐피탈은 2억3천5백만달러를 모집하는데 그쳤습니다ICO로 모집된 금액이 VC를 통한 펀딩액보다 3배정도 많은것입니다.1분기와 비교하여 2000퍼센트 이상 상승한 금액입니다최근의 ICO는 FileCoin이 2억5천7백만달러를 모급해 ICO열풍을 이어갔습니다VC분야는 지금까지 다른산업의 침범을 받지않는 분야였지만 ICO가 등장한 지금은 상황이 틀려졌습니다Blockckain Capital의 Brock Pierce는 몇년안에 ICO는 기존 벤처캐피탈을 쓸모없는것으로 만들것이라고 말했습니다블록체인 혁명 저서의 공동저자중 아들인 Alex Tapscott은 디지털자산에 대한 투자회사인 NextBlock Globa을 설립하고 2천만달러를 모금했습니다그는 venture capital dollars less necessary 스타트업들에게 이제 벤처캐피탈이 더이상 필수가 아니다라고 말했습니다스타트업 입장에서는 VC들 만나고 투자받기위해 조건을 갖추는데 사용되는 시간과 에너지를 ICO에 쏟게되었습니다.물론 부정적인 면도 있습니다일본의 IndieSquare는 자료를 통해 최근 ICO 48개중 실제 서비스제품화된것 (Working product: 제품유저 다 존재하는것)은 3개밖에 되지않는다라고 밝혔습니다ICO 이름과 진행상황을 엑셀파일로 정리해 놓은것 입니다아무튼 ICO가 인기다 보니 최근의 ICO규제도 위기감을 느낀 벤처캐피털의 견제때문이라는 음모설도 있습니다.ICO열풍이 일시적인 현상이 될지 아니면 정말 VC를 대체하게 될지 앞으로 지켜봐야 되겠습니다
"
                    Star Coin 스타코인 ICO 프리세일 정보                                    ",09-12,17444, 스타코인 홈페이지 → 문의 → 프리세일 : 2017.09.12~2017.09.26(1차 - 2017.09.12~2017.09.16)(2차 - 2017.09.17~2017.09.26) 토큰세일 : 2017.09.27~2017.10.261st (2team)Total Coins : 600000000 Tokens Pre–ICO Sale Coins : 200000000 Tokens = Current price : 1BTC = 250000 tokens / 1ETH = 16000 tokensICO Sale Coins : 400000000 Tokens = Current price : 1BTC = 200000 tokens / 1ETH = 13000 tokensMinimum participation : 0.02 BTC / 0.25 ETHStarCoin 은 현재 유통되고 있는 블록체인기술 기반의 코인에Entertainment Business Model을 결합하여 만든 코인입니다.현재 시장에서 유통되는 기존코인은 많은 사람들이 사용하는 몇몇 COIN을 제외하고는 COIN의 정통성과 COIN의 브랜드에 대한 시장의 오해가 많은 상황입니다. 저희가 개발한 STAR COIN은 현재 활동하는 K-pop 스타를 기반으로 한 Business Model을 Block chain기술과 결합하여 발행되는 COIN으로 소유 할 때부터 BRAND의 가치를 가집니다.이번 ICO를 통해 새로운 앨범 제작과 마케팅을 하여 기존의 팬에 새로운 팬들을 더하여 사용자가 많은 COIN을 발행 이용자가 많은 COIN으로 만드는 것이 저희의 목표입니다.콘서트 티켓구매 호텔 예약 레스토랑 예약과 주변 관광 운송수단 등을 이용 할 때도 스타코인을 사용하도록 만듭니다.이용자가 많으면 COIN의 시장가치는 자연히 오르게 됩니다.현재 한국의 여러 O2O를 기반으로 한 On demand 서비스 플랫폼과 제휴를 진행 중이며 블록체인기술기반의 스타코인으로 결제가 가능한 사용처를 지속적으로 발굴하여 시장에 적용하여 확대해 나가 결제플랫폼으로 글로벌 시장에 적용 글로벌 결제 시스템으로 만들도록 하겠습니다.STARCOIN은 팬이 증가 할수록 이용자가 늘어 나고 더불어 자연히 시장가치는 상승 될 것입니다.STARCOIN은 상장을 자신 하고 있습니다.스타코인 홈페이지 → 문의 → 
"
                    암호화폐 생태계 지도 ( Crypto Universe Map ) 입니다                                    ",09-11,2657,"암호화폐 생태계 지도 ( Crypto Universe Map ) 입니다독일의 VC인 Alexander Lange  란분이 작성한것입니다Medium에 지도에 대한 설명도 해놓았는데요혁신은 왼쪽에서 오른쪽으로 흐른다라고 했습니다 (인프라에서 애플리케이션으로 )즉 암호화폐 플랫폼에서 미들웨어금융 그리고 마지막으로 분산화된 어플리케이션으로 간다라는것입니다.문제점도 지적하였는데요 BAT ICO를 예를 들면서 가상화폐 생태계의 자본 중앙집중화를 우려하기도 했습니다.그리고 메인스트림에서 블록체인을 적용하기까지는 아직 갈 길이 멀다고 평했습니다이 포스팅에서 언급된 더뉴요커의 2013년에 쓰여진 ""인터넷 탈중앙화를 향한 임무""도 관심있으신분들 읽어보세요"
"
                    ICOkr 추가 리스팅 공유                    ",09-10,2569,
"
                    한국ICO 규제 들어오네요                                    ",09-10,14532,
"
                    더루프의 ICON 프로젝트 밋업이 디캠프에서 있었습니다                                    ",09-09,3539,"더루프의 ICON 프로젝트 밋업이 디캠프에서 있었습니다9월 8일 금요일 더루프 (  ) 의 ICON 프로젝트 1차 밋업이 디캠프에서 있었습니다(2차는 월요일 11일 위워크에서 있을 예정)ICON 프로젝트의 ICO를 앞두고 열린 밋업입니다.발표 서두에 블록체인은 3번째 플랫폼이라고 운을 떼고 시작하였습니다철도가 놓이면서 생긴 플랫폼이 첫 플랫폼이고 그후 오랜시간이 흐른뒤 생긴 인터넷 플랫폼그리고 블록체인이 3번째 큰 플랫폼이라는것 입니다예전 더루프 발표자료: 루프체인은 모든산업에 블록체인적용이 가능하도록 커스터마이징이 가능한 엔터프라이즈 블록체인입니다.이를 기반으로 대학에 특화된 코인보험병원 등 주로 국내 프라이빗 블록체인 사업을 하고있습니다.개념발표이후 기술발표가 이어졌습니다.기술부문 발표의 주제는 크게 스마트 컨트랙트 플랫폼합의 알고리즘멀티채널 이었습니다.Score라는 자체개발한 스마트컨트랙트 플랫폼이며 dapp에 대한 앱스토어 같은 플랫폼이라고 합니다이더리움은 Dapp이 트랜잭션에 다 포함되지만 자신들은 이렇게 플랫폼에서 필요할때 사용하는것이기때문에트랜잭션 코스트가 부담이 덜하고 빠르다라는것으로 저는 이해했습니다 ^^;; 아님 말고요합의 알고리즘은 LFT라는 알고리즘을 사용하는데요PBFT 예전 통신에서 사용하던 합의 알고리즘을 계승 발전시킨것입니다.네오가 채택한 합의체계 DBFT(Delegated Byzantine Fault Tolerant)와도 닮아있고특히 코스모스의 텐더민트 알고리즘인 PBFT에 비해 3단계에서 자신들의 LFT는 2단계로 줄여 합의과정이 빠르다라고주장하고 있습니다.합의 알고리즘에 대해 더 자세히 알고 싶은분은 밑의 링크를 참고하세요타사의 알고리즘인 코스모스의 텐더민트 알고리즘 설명그리고 본인들의 합의 알고리즘 LFT설명LFT 백서입니다멀티채널은 Nexus 채널이라 불리우고 연결된 블록체인 각각의 Light Client들로 구성된 Multi-channel입니다사업별로 라이센스가 다른 금융권을 염두해둔것이며 필요에 맞게 체인을 구성합니다새로운 채널마다 네트워크노드구성을 새로하는것은 비효율적이고 그 때문에 루프체인의 멀티채널이 효과적이라는 주장입니다그밖에 폴카닥코스모스처럼 블록체인들을 연결하는 인터블록체인 즉 허브역활도 한다고 합니다블록체인의 공인인증서 대체에 대해서는 인증만을 위해 블록체인을 사용하는것은 비효율적이라고 했고청산예탁거래 등에 모든 프로세스에 블록체인이 적용되기를 원하였습니다.또한 DEX 탈중앙화 거래소도 운영할 예정이라고 합니다. (뭐 안하는게 없군요)리저브시스템 베이스이고 Bancor의 개념과 비슷하다고 합니다특이한건 시세가 호가에 의해 정해지지않고 볼륨에 의해 정해지는 알고리즘을 사용할 예정이라고 합니다(그래서 오더북에 관련된 언급은 없었나 봅니다)볼륨관련 공식 (ICX가 ICON 코인명입니다)Reserve Balance = ReserveRate * ICX Volume * ICX PriceICX Price = Reserve Balance / (Reserve Rate * ICX Volume)프리세일 일정은 9월 18일부터 시작합니다조달 목표액은 우리돈 370억원이고 이더리움 ERC20 기반입니다.ICO는 이곳에서 진행되며 ICON Project 영상 자료그리고 백서입니다백서내용중 EOS에 대한 평가가 눈에 띕니다""EOS는 합의 알고리즘 외에는 별다른 특이점이 없고 스마트컨트랙트 플랫폼도이더리움과 같은 가상머신 기반으로서 실제 대용량 거래에 대응할 수 있는지에 대해서는 검증이 필요하다.따라서 실제 환경에서 EOS를 적용하기 까지는 앞으로 많은 시간이 필요할 것으로 예상된다""그러하군요 ^^;;소스 올려져 있는 깃허브 주소입니다 어드바이저중에서는 2명의 네임드가 있습니다 블록체인혁명의 저자인 돈 탭스콧이 있고요또 Crowdfund Capital Advisors 설립자인 Jason Best가 있습니다그의 테드강연암튼 이번 밋업은 나중에 다른 블록체인 관련사업을 이해하는데 도움이 될만한 밋업이었던것 같습니다우려스러운점은 최근의 ICO하는 서비스들의 특징은 화폐송금DEX플랫폼비영리미디어 등 그중에 한분야에만 특화된 서비스가 많은데요ICON처럼 블록체인을 적용할수 있는것은 다 하겠다라는 컨셉이 과연 가능할까 싶었습니다.아무튼 좋은결과를 빕니다."
"
                    Bitmain 의 경쟁사 등장 일본 GMO그룹                    ",09-08,1790,Bitmain 의 경쟁사 등장 일본 GMO그룹Bitmain 의 경쟁사 등장 주인공은 도쿄에 본사가 있는 GMO Internet Group (  ) 입니다일본 3대 인터넷기업중하나로 유무선인터넷모바일사업클라우드보안등 여러 사업을 하는 회사입니다도쿄거래소에 상장된 회사입니다GMO는 이사회 회의를 통하여 내년초에 비트코인채굴에 3억2천만 달러의 사용을 계획하였습니다.채굴기는 Bitmain사의 채굴기가 아닌 자체개발을 할것이라고 밝혔습니다칩도 16nm 보다 4배 효율이 좋은 7nm 의 칩을 사용할 예정이라고 합니다현재의 16나노에서 더 발전하려면 오래걸릴줄 알았는데 예상보다 빨리 10이하의 나노에 진입하게 되는것 같습니다GMO는 자체채굴장도 운영하고 임대도 할 계획이라고 합니다.위의 내용을 포함한 오늘 GMO에서 발표한 이사회 결의안 PDF문서입니다.GMO는 지난 8월9일에 자신의 서비스인 Z.com을 GMO Coin 으로 이름을 변경하여 가상화폐를 염두해둔 움직임을 보였었습니다.GMO의 채굴장 예정 위치는 일본이 아닌 전기가 싼 북유럽이 될것으로 알려졌습니다.
"
                    이더스트롱 한재영님 이제 강의 안하시나요?                    ",09-07,1764,늘 열심히 듣고있었는데 2주간 어디 다녀오신다는데 오늘 강의 안하시네요.혹시 강의 안하시는것은 아닌지요... 그런일 없으면 좋으련만....가끔씩 자주 제가 보기에도 너무한 비매너로 중무장한 사람들이 속출하니...의욕이 많이 상실 되셨을수도 있구요..강의가 계속 되었으면 좋겠네요..
"
                    하드월렛에 바이러스가 있는지,완벽한 정품인지 확인할수 있나요?                                    ",09-07,1164,
"
                    참고하세요                                    ",09-07,841,참고하세요안녕하세요~ 애 널 리스트로 활동하고있는 권 영 욱 이라고 합니다.저는 여러분께 혼자하는 투자가 왜 위험한지 알려드리고자 합니다.투자를 야구에 빗대어 보면 여러분은 타자입니다. 투자시장의 변동은 투수가 던지는 공입니다.여러분은 어떻게든 그 공을 쳐내야 합니다. 그러기 위해선 그 투수가 던지는 공의 성질을 파악하고 예측해야 합니다.정확한 예측을 위해 이해하고 분석해내는 사람이 필요하죠. 그걸 야구에서는 감독이 투자에서는 제가 하는겁니다.여러분이 공을 쉽게 칠 수 있게끔 어떤 공이 날라올지 분석해드리고 예측해드리는겁니다.또한 방망이를 길게 잡아야 할지 짧게 잡아야 할지도 알려드리는거죠.물론 홈런이 제일 좋겠지만 투자시장에서는 시장변화에 따라서 번트를 대야 할 때도 있는법입니다.하지만 이런것들을 알려줄 사람이 없다고 생각해보십시오.공이 어떻게 날라올지도 모를 뿐더러 처음 방망이를 잡아본 사람이라면 방망이를 휘두르는 법조차도 모릅니다.이게 여러분이 투자에 실패하고 좌절하는 이유입니다.전문가가 아닌 이상 혼자 투자를 해서 성공하게 될 확률은 극히 희박합니다.저는 여러분께 분석된 정보를 드립니다.그럼 여러분은 그 정보라는 발판을 딛고 높게 뛰기만 하시면 됩니다.물론 여러분들 각각 도움닫기를 뛰는 거리는 다 다르시겠지만 발판이 더 높이 멀리 뛰는데 도움이 된다는 건 사실이겠죠.여러분에게 정보를 아무런 댓가없이 드리지는 않습니다.여러분이 제게 정보를 받아 수익을 내게 된 경우 순수익의 10%를 커미션으로 받고있습니다.인터넷에 흔히 보이는 홍보글이라고 생각하시기 전에상담부터 받아보시기 바랍니다.더이상 혼자 헤메고 계지 마십시오.도움을 받으시고 더 높이 멀리 뛰시기 바랍니다.짧지 않은 글 읽는데 시간을 내어주셔서 감사합니다.ㅋㅏㅋㅏ오: ky6544
"
                    ICO 로드쇼가 포스코P&S 에서 열렸습니다                                    ",09-07,2976,ICO 로드쇼가 포스코P&S 에서 열렸습니다요근래 각국의 ICO규제와 관련하여 로드쇼 분위기도 무겁지 않을까 했지만 다행히 침체된 분위기는 없었고대신 진지하게 현상태를 논하는 자리가 되었습니다제일 먼저 NEM 부사장의 발표가 있었습니다넴이라고 발음안하고 님이라고 발음하더군요NEM플랫폼을 이용한 ICO들을 소개하였습니다실제 오프라인 노동시간을 토큰으로 변환한 Chronobank.io이미 존재하는 주식을 블록체인으로 옮긴 Dimcoin.io비디오게임 출시를 위한 Xarcade.io기존고객들의 금융상품을 블록체인에 적용한 Bankera.com등을 소개하였습니다ICO규제에 대해서는 어느정도 규제는 찬성한다라는 의견도 밝혔습니다이후 ICO할때 유의할점을 소개했는데요모집금액 상한선을 두고한사람당 투자제한을 두고 (1% 이하)토큰가격을 낮게 책정하고보안을 중시하라는 조언을 하였습니다ICO 인큐베이터나 Integrator인 Comsa와 한국의 Kchain 도 소개하였습니다ICO를 하는데 있어서 이더리움의 ERC20보다 본인들이 기술적으로 우위에 있다고 하였고특히 NEM은 이더리움보다 해킹에 강하다고 주장하였습니다그리고 NEM을 이용하면 코딩필요없이 클릭만하여 ICO를 준비할수 있다고 하였습니다또한 투자자들은 개인지갑으로 옮겨가며 번거로운 과정을 통해 ICO에 모금할 필요없이 간편하게 ICO에 참여할수있는 솔루션을 제공하며호주에 있는 거래소(global btc 라고 한것 같습니다)를 이용하여 ICO끝나자마자 상장도 지원한다고 밝혔습니다.이후 개인적으로 관심이 있었던 미탭스플러스의 ICO 발표가 있었습니다일본 미탭스가 한국의 넥스트앱스와 스마트콘을 인수하여 설립한 회사입니다.(일본회사가 100프로 지분을 가지고 있는것은 아니라고 합니다)모회사인 일본회사가 핀테크모바일솔루션등 이것저것 많이 하는회사여서인지 미탭스플러스도 코인룸이라는 거래소뿐만아니라리워드모바일상품권대출서비스등 여러분야에 진출하겠다고 하였으며 자신들의 핀테크 생태계를 만들겠다는 하였습니다그리고 ICO계획도 밝혔는데요 상품권은 미국대만에도 서비스할것이고거래소는 중국일본의 거래소를 통해 차익거래등 하는등 국제적인 사업을 할 예정이여서ICO도 역시 글로벌하게 하겠다고 밝혔습니다.다음은 스위스 기반의 펀드사인 Stable의 발표가 있었습니다25억달러를 운용하며 고객들이 변동율을 지정할수 있다고 합니다 (미리 정한금액 이상의 손해가 나면 청산하는)투자대상인 코인은 규모별로 10개에서 12개종류의 코인들에 투자를 하고 있다고 합니다그리고 한국이 다른나라보다 계좌만들고 펀드운용하는것에 제약이 많은편이라고 밝혔습니다(등록과정에서 주민번호계좌핸드폰 인증의 절차가 여권인증정도만 하는 다른나라에 비해서 힘들다고 하였습니다)그밖에 Wolk라는 샌프란시스코에 기반을 둔 데이터를 공유하고 그 가치를 토큰화한 서비스.(이미 수익을 내고있는 서비스여서 프리세일전이지만 벌써 천만달러를 모급했다고 합니다)프라이빗퍼블릭 블록체인 모두 사용가능한 하이브리드 Dapp을 제공하는 RockChain.한국인이 CEO인 StormX.(여러 서비스를 계획중인데요 게임화를 적용한 P2P 프리랜서 연결 서비스가 기억에 남았고어드바이저중에 뱅코의 CEO가 있었습니다)노숙자를 돕기위한 훌륭한 비영리 프로젝트인 RootProject.그리고 원래 일정표에는 없었지만 ICO 플랫폼인 Rocket rocketico.io 의 발표가 있었습니다.동시통역하시는분이 통역을 매우 잘하였고 만나뵙고 싶은분들에게 인사드릴수있는 시간이 되어서개인적으로 의미있는 로드쇼였습니다.
"
                    모바일에서 카톡으로 쉽게 김프 보는 꿀팁!!                                    ",09-06,1563,카톡에서 편하게 시세 및 프리미엄 / 급등 코인 리스트 / ICO 일정 등을확인할 수 있는 동전한닢입니다.동전한닢 친구 추가하기 링크링크가 불안하신 분들은 카카오톡 플러스 친구에서 @을 검색해주세요
